date,confirmed,deaths,recovered,tests,vaccines,people_vaccinated,government_response_index,stringency_index,containment_health_index,economic_support_index,administrative_area_level,administrative_area_level_1,population
2021-08-16,665969,10586,643494,71867850,10307654,5450086,72.14,56.02,68.15,100,1,Austria,8840521
2021-08-17,667181,10586,644015,72155255,10332793,5456522,72.14,56.02,68.15,100,1,Austria,8840521
2021-08-18,668471,10586,644619,72424887,10358474,5463702,72.14,56.02,68.15,100,1,Austria,8840521
2021-08-19,669783,10588,645219,72867745,10383794,5471188,72.14,56.02,68.15,100,1,Austria,8840521
2021-08-20,671069,10589,645967,73136356,10409816,5480323,72.14,56.02,68.15,100,1,Austria,8840521
2021-08-21,672175,10591,646579,73502548,10426506,5487087,72.14,56.02,68.15,100,1,Austria,8840521
2021-08-22,673158,10593,647237,73832634,10434278,5490549,72.14,56.02,68.15,100,1,Austria,8840521
2021-08-23,674313,10596,647920,74116688,10443171,5494058,72.14,56.02,68.15,100,1,Austria,8840521
2021-08-24,675930,10598,648809,74394675,10462747,5505159,72.14,56.02,68.15,100,1,Austria,8840521
2021-08-25,677382,10602,649574,74676120,10478076,5512295,73.7,58.8,69.94,100,1,Austria,8840521
2021-08-26,678785,10604,650388,75098854,10499557,5520897,73.7,58.8,69.94,100,1,Austria,8840521
2021-08-27,680158,10610,651314,75354301,10518513,5530141,73.7,58.8,69.94,100,1,Austria,8840521
2021-08-28,681503,10617,652260,75680725,10527781,5535809,73.7,58.8,69.94,100,1,Austria,8840521
2021-08-29,682585,10620,653080,76013008,10531199,5537465,73.7,58.8,69.94,100,1,Austria,8840521
2021-08-30,683866,10622,653890,76243642,10540482,5542011,73.7,58.8,69.94,100,1,Austria,8840521
2021-08-31,685718,10625,655036,76518104,10558068,5552523,73.7,58.8,69.94,100,1,Austria,8840521
2021-09-01,687275,10629,656142,76800531,10572464,5560314,73.7,58.8,69.94,100,1,Austria,8840521
2021-09-02,688966,10636,657292,77211762,10588168,5567670,73.7,58.8,69.94,100,1,Austria,8840521
2021-09-03,690897,10641,658476,77475962,10604476,5576849,73.7,58.8,69.94,100,1,Austria,8840521
2021-09-04,692475,10649,659619,77818341,10618668,5584277,73.7,58.8,69.94,100,1,Austria,8840521
2021-09-05,693864,10657,660707,78193740,10620898,5585494,73.7,58.8,69.94,100,1,Austria,8840521
2021-09-06,695664,10660,661867,78531851,10628252,5589129,73.7,58.8,69.94,100,1,Austria,8840521
2021-09-07,697966,10668,663065,78870408,10644004,5598503,73.7,58.8,69.94,100,1,Austria,8840521
2021-09-08,700134,10675,664476,79310183,10658924,5606858,73.7,58.8,69.94,100,1,Austria,8840521
2021-09-09,702471,10679,665821,79658152,10675318,5615798,68.23,49.07,63.69,100,1,Austria,8840521
2021-09-10,704714,10688,667169,79979782,10694633,5627145,68.23,49.07,63.69,100,1,Austria,8840521
2021-09-11,706548,10694,668676,80337893,10708415,5636671,68.23,49.07,63.69,100,1,Austria,8840521
2021-09-12,707938,10696,669977,80702842,10711540,5638438,68.23,49.07,63.69,100,1,Austria,8840521
2021-09-13,709785,10702,671418,81012773,10720698,5642988,68.23,49.07,63.69,100,1,Austria,8840521
2021-09-14,712386,10715,673143,81383866,10740479,5653350,68.23,49.07,63.69,100,1,Austria,8840521
2021-09-15,714703,10724,674626,81737713,10757807,5662443,69.79,51.85,65.48,100,1,Austria,8840521
2021-09-16,716914,10731,676273,82216463,10776889,5672460,69.79,51.85,65.48,100,1,Austria,8840521
2021-09-17,718942,10737,677941,82500720,10801485,5686845,69.79,51.85,65.48,100,1,Austria,8840521
2021-09-18,720371,10744,679643,82868432,10814316,5694648,74.48,60.19,70.83,100,1,Austria,8840521
2021-09-19,721707,10759,681294,83242754,10818092,5696224,74.48,60.19,70.83,100,1,Austria,8840521
2021-09-20,723085,10770,683038,83522155,10828492,5701028,74.48,60.19,70.83,100,1,Austria,8840521
2021-09-21,725191,10779,685335,83784581,10849724,5710810,74.48,60.19,70.83,100,1,Austria,8840521
2021-09-22,727031,10790,687173,84232566,10871383,5720432,74.48,60.19,70.83,100,1,Austria,8840521
2021-09-23,728844,10800,689041,84729922,10890103,5729604,74.48,60.19,70.83,100,1,Austria,8840521
2021-09-24,730669,10808,691030,85034047,10914938,5744236,74.48,60.19,70.83,100,1,Austria,8840521
2021-09-25,732053,10817,692935,85386960,10926561,5749990,74.48,60.19,70.83,100,1,Austria,8840521
2021-09-26,733436,10826,694727,85737129,10929150,5751295,74.48,60.19,70.83,100,1,Austria,8840521
2021-09-27,735023,10831,696368,86033575,10940060,5756187,74.48,60.19,70.83,100,1,Austria,8840521
2021-09-28,737639,10844,698656,86391854,10959103,5763907,74.48,60.19,70.83,100,1,Austria,8840521
2021-09-29,739564,10851,700642,86750951,10980508,5771637,69.79,51.85,65.48,100,1,Austria,8840521
2021-09-30,741302,10857,702761,87184819,11002010,5778867,69.79,51.85,65.48,100,1,Austria,8840521
2021-10-01,743111,10865,704612,87475074,11026491,5788639,69.79,51.85,65.48,100,1,Austria,8840521
2021-10-02,744669,10877,706396,87701064,11038577,5793615,69.79,51.85,65.48,100,1,Austria,8840521
2021-10-03,746042,10884,707918,88109788,11040847,5794581,69.79,51.85,65.48,100,1,Austria,8840521
2021-10-04,747497,10891,709606,88396908,11054136,5798334,69.79,51.85,65.48,100,1,Austria,8840521
2021-10-05,750177,10904,712017,88762304,11077941,5804822,69.79,51.85,65.48,100,1,Austria,8840521
2021-10-06,752213,10911,713875,89088903,11106076,5811194,69.79,51.85,65.48,100,1,Austria,8840521
2021-10-07,754063,10921,715959,89521958,11130443,5816739,69.79,51.85,65.48,100,1,Austria,8840521
2021-10-08,755939,10926,718040,89792069,11163193,5824677,69.79,51.85,65.48,100,1,Austria,8840521
2021-10-09,757520,10935,719933,90079511,11176767,5828670,69.79,51.85,65.48,100,1,Austria,8840521
2021-10-10,758815,10943,721605,90377770,11179047,5829379,69.79,51.85,65.48,100,1,Austria,8840521
2021-10-11,760408,10954,723277,90613959,11193070,5832390,69.79,51.85,65.48,100,1,Austria,8840521
2021-10-12,763132,10966,725476,90965763,11215255,5837270,69.79,51.85,65.48,100,1,Austria,8840521
2021-10-13,765244,10972,727146,91294829,11242524,5842580,69.79,51.85,65.48,100,1,Austria,8840521
2021-10-14,767637,10982,728974,91722270,11268804,5847898,69.79,51.85,65.48,100,1,Austria,8840521
2021-10-15,770018,10989,730940,92003120,11298043,5854430,69.79,51.85,65.48,100,1,Austria,8840521
2021-10-16,772169,11005,732678,92324938,11309451,5857770,69.79,51.85,65.48,100,1,Austria,8840521
2021-10-17,774168,11020,734465,92623066,11311421,5858379,69.79,51.85,65.48,100,1,Austria,8840521
2021-10-18,776895,11026,736197,92871473,11327982,5860970,74.48,60.19,70.83,100,1,Austria,8840521
2021-10-19,780877,11037,738505,93236363,11352073,5865569,74.48,60.19,70.83,100,1,Austria,8840521
2021-10-20,784498,11047,740369,93571738,11382332,5870468,74.48,60.19,70.83,100,1,Austria,8840521
2021-10-21,787981,11058,742204,94026903,11412035,5876319,74.48,60.19,70.83,100,1,Austria,8840521
2021-10-22,791691,11066,744249,94311747,11446965,5886368,74.48,60.19,70.83,100,1,Austria,8840521
2021-10-23,795226,11077,746330,94627736,11463122,5893026,74.48,60.19,70.83,100,1,Austria,8840521
2021-10-24,798022,11092,748281,94941975,11466281,5894466,74.48,60.19,70.83,100,1,Austria,8840521
2021-10-25,801469,11102,750490,95187771,11482374,5899523,74.48,60.19,70.83,100,1,Austria,8840521
2021-10-26,805959,11119,753372,95541800,11490176,5903922,74.48,60.19,70.83,100,1,Austria,8840521
2021-10-27,810273,11134,755845,95810399,11522233,5913060,74.48,60.19,70.83,100,1,Austria,8840521
2021-10-28,816212,11145,758433,96262394,11551488,5921546,74.48,60.19,70.83,100,1,Austria,8840521
2021-10-29,822193,11155,761336,96575321,11587640,5936124,74.48,60.19,70.83,100,1,Austria,8840521
2021-10-30,827825,11171,764159,96913741,11605924,5945074,74.48,60.19,70.83,100,1,Austria,8840521
2021-10-31,832624,11184,766932,97254602,11609961,5947013,74.48,60.19,70.83,100,1,Austria,8840521
2021-11-01,837910,11204,770194,97531102,11613766,5948642,72.92,57.41,69.05,100,1,Austria,8840521
2021-11-02,844488,11221,774070,97837484,11645779,5960371,72.92,57.41,69.05,100,1,Austria,8840521
2021-11-03,853459,11246,777413,98418811,11691619,5972047,72.92,57.41,69.05,100,1,Austria,8840521
2021-11-04,863245,11267,780923,98968990,11741435,5984408,72.92,57.41,69.05,100,1,Austria,8840521
2021-11-05,872957,11294,784896,99442292,11807913,6003927,72.92,57.41,69.05,100,1,Austria,8840521
2021-11-06,881090,11315,788888,99857207,11849216,6018407,72.92,57.41,69.05,100,1,Austria,8840521
2021-11-07,889115,11334,793154,100254475,11869875,6025689,72.92,57.41,69.05,100,1,Austria,8840521
2021-11-08,896883,11361,797659,100635445,11918256,6038940,68.23,49.07,63.69,100,1,Austria,8840521
2021-11-09,908848,11390,803146,101090403,11988835,6062405,68.23,49.07,63.69,100,1,Austria,8840521
2021-11-10,922079,11415,808310,101437402,12064118,6081106,68.23,49.07,63.69,100,1,Austria,8840521
2021-11-11,932673,11466,813591,102163356,12151578,6103727,68.23,49.07,63.69,100,1,Austria,8840521
2021-11-12,945327,11510,819272,102608572,12255846,6131098,68.23,49.07,63.69,100,1,Austria,8840521
2021-11-13,956768,11557,825773,102990106,12321872,6150158,68.23,49.07,63.69,100,1,Austria,8840521
2021-11-14,967983,11598,831957,103313519,12363503,6161928,68.23,49.07,63.69,100,1,Austria,8840521
2021-11-15,978967,11635,838991,103713317,12434809,6177550,73.96,59.26,70.24,100,1,Austria,8840521
2021-11-16,995441,11673,846566,104177857,12527953,6196250,73.96,59.26,70.24,100,1,Austria,8840521
2021-11-17,1010472,11718,854598,104771291,12637158,6214351,73.96,59.26,70.24,100,1,Austria,8840521
2021-11-18,1025378,11762,863044,105325185,12758461,6231644,73.96,59.26,70.24,100,1,Austria,8840521
2021-11-19,1039472,11812,871916,105877454,12901540,6252543,73.96,59.26,70.24,100,1,Austria,8840521
2021-11-20,1053594,11851,881710,106308001,12991306,6267182,73.96,59.26,70.24,100,1,Austria,8840521
2021-11-21,1065246,11905,891174,106832204,13048388,6274528,73.96,59.26,70.24,100,1,Austria,8840521
2021-11-22,1077227,11960,901561,107187151,13137641,6284771,77.08,64.81,73.81,100,1,Austria,8840521
2021-11-23,1091740,12013,914013,107616106,13251574,6297261,77.08,64.81,73.81,100,1,Austria,8840521
2021-11-24,1106213,12061,926179,107984174,13383569,6310633,77.08,64.81,73.81,100,1,Austria,8840521
2021-11-25,1118352,12119,939437,108603828,13516508,6323471,77.08,64.81,73.81,100,1,Austria,8840521
2021-11-26,1130411,12184,952884,109210004,13676167,6342044,77.08,64.81,73.81,100,1,Austria,8840521
2021-11-27,1140038,12231,966275,109556932,13778421,6354952,78.65,67.59,75.6,100,1,Austria,8840521
2021-11-28,1148032,12286,978253,109825145,13832281,6361685,78.65,67.59,75.6,100,1,Austria,8840521
2021-11-29,1156143,12352,991237,110110679,13921687,6370967,78.65,67.59,75.6,100,1,Austria,8840521
2021-11-30,1167109,12391,1005321,110579782,14031637,6383040,78.65,67.59,75.6,100,1,Austria,8840521
2021-12-01,1175877,12453,1018655,111071336,14160302,6395873,78.65,67.59,75.6,100,1,Austria,8840521
2021-12-02,1183136,12512,1031103,111537645,14292708,6407004,78.65,67.59,75.6,100,1,Austria,8840521
2021-12-03,1189411,12570,1044450,111937966,14449463,6421253,78.65,67.59,75.6,100,1,Austria,8840521
2021-12-04,1194730,12621,1056074,112234412,14544659,6432359,78.65,67.59,75.6,100,1,Austria,8840521
2021-12-05,1199006,12663,1066867,112526834,14588520,6437107,78.65,67.59,75.6,100,1,Austria,8840521
2021-12-06,1203441,12707,1077868,112837480,14677554,6444739,78.65,67.59,75.6,100,1,Austria,8840521
2021-12-07,1209532,12759,1091198,113295295,14800027,6455752,78.65,67.59,75.6,100,1,Austria,8840521
2021-12-08,1213855,12811,1102468,113690976,14857082,6461757,78.65,67.59,75.6,100,1,Austria,8840521
2021-12-09,1216985,12854,1112916,113992857,14975969,6470920,78.65,67.59,75.6,100,1,Austria,8840521
2021-12-10,1221811,12897,1122824,114403886,15128753,6484721,78.65,67.59,75.6,100,1,Austria,8840521
2021-12-11,1225085,12928,1132072,114668040,15215211,6495995,78.65,67.59,75.6,100,1,Austria,8840521
2021-12-12,1228352,12962,1139627,114956500,15253753,6500117,77.08,64.81,73.81,100,1,Austria,8840521
2021-12-13,1231291,13001,1147424,115218023,15334690,6507927,77.08,64.81,73.81,100,1,Austria,8840521
2021-12-14,1235419,13039,1155895,115678700,15436418,6518363,77.08,64.81,73.81,100,1,Austria,8840521
2021-12-15,1238351,13066,1162691,116145233,15554201,6529376,77.08,64.81,73.81,100,1,Austria,8840521
2021-12-16,1241052,13092,1169019,116555934,15673373,6540405,77.08,64.81,73.81,100,1,Austria,8840521
2021-12-17,1243404,13117,1175187,116984758,15803780,6553156,77.08,64.81,73.81,100,1,Austria,8840521
2021-12-18,1245400,13140,1180483,117317627,15880811,6562632,77.08,64.81,73.81,100,1,Austria,8840521
2021-12-19,1247296,13167,1184813,117580481,15923759,6567513,77.08,64.81,73.81,100,1,Austria,8840521
2021-12-20,1249245,13184,1189586,117832609,16004580,6575263,77.08,64.81,73.81,100,1,Austria,8840521
2021-12-21,1252074,13202,1195172,118149583,16088944,6584304,77.08,64.81,73.81,100,1,Austria,8840521
2021-12-22,1254241,13216,1199591,118688041,16167275,6591948,77.08,64.81,73.81,100,1,Austria,8840521
2021-12-23,1256505,13231,1203686,119026243,16212636,6596467,77.08,64.81,73.81,100,1,Austria,8840521
2021-12-24,1258626,13239,1207530,119534266,16218711,6597070,74.48,60.19,70.83,100,1,Austria,8840521
2021-12-25,1260261,13251,1210715,119923778,16222668,6597495,74.48,60.19,70.83,100,1,Austria,8840521
2021-12-26,1262000,13266,1213587,120214287,16238047,6599155,74.48,60.19,70.83,100,1,Austria,8840521
2021-12-27,1264613,13282,1216243,120407619,16292112,6604415,77.08,64.81,73.81,100,1,Austria,8840521
2021-12-28,1267987,13298,1219724,122603900,16345397,6610077,77.08,64.81,73.81,100,1,Austria,8840521
2021-12-29,1271183,13312,1222355,122921131,16396013,6615042,77.08,64.81,73.81,100,1,Austria,8840521
2021-12-30,1275029,13333,1224659,123226848,16432205,6618723,77.08,64.81,73.81,100,1,Austria,8840521
2021-12-31,1278784,13343,1227304,123579209,16440733,6619374,74.48,60.19,70.83,100,1,Austria,8840521
2022-01-01,1281827,13348,1229249,123907877,16443904,6619658,77.08,64.81,73.81,100,1,Austria,8840521
2022-01-02,1285340,13357,1231129,124106426,16462112,6621296,77.08,64.81,73.81,100,1,Austria,8840521
2022-01-03,1291367,13371,1233247,124304551,16504572,6625418,77.08,64.81,73.81,100,1,Austria,8840521
2022-01-04,1301538,13378,1235763,124636283,16552198,6630678,77.08,64.81,73.81,100,1,Austria,8840521
2022-01-05,1309801,13382,1238038,125206869,16603550,6635916,77.08,64.81,73.81,100,1,Austria,8840521
2022-01-06,NA,NA,NA,125526389,NA,NA,NA,NA,NA,NA,1,Austria,8840521
2020-01-22,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Belgium,11433256
2020-01-23,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Belgium,11433256
2020-01-24,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Belgium,11433256
2020-01-25,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Belgium,11433256
2020-01-26,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Belgium,11433256
2020-01-27,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Belgium,11433256
2020-01-28,NA,NA,NA,NA,NA,NA,3.12,5.56,3.57,0,1,Belgium,11433256
2020-01-29,NA,NA,NA,NA,NA,NA,3.12,5.56,3.57,0,1,Belgium,11433256
2020-01-30,NA,NA,NA,NA,NA,NA,3.12,5.56,3.57,0,1,Belgium,11433256
2020-01-31,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-01,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-02,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-03,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-04,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-05,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-06,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-07,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-08,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-09,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-10,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-11,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-12,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-13,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-14,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-15,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-16,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-17,NA,NA,1,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-18,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-19,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-20,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-21,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-22,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-23,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-24,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-25,NA,NA,NA,NA,NA,NA,6.25,11.11,7.14,0,1,Belgium,11433256
2020-02-26,NA,NA,NA,NA,NA,NA,12.5,11.11,14.29,0,1,Belgium,11433256
2020-02-27,NA,NA,NA,NA,NA,NA,12.5,11.11,14.29,0,1,Belgium,11433256
2020-02-28,NA,NA,NA,NA,NA,NA,12.5,11.11,14.29,0,1,Belgium,11433256
2020-02-29,NA,NA,NA,NA,NA,NA,12.5,11.11,14.29,0,1,Belgium,11433256
2020-03-01,19,NA,NA,82,NA,NA,14.58,11.11,16.67,0,1,Belgium,11433256
2020-03-02,38,NA,NA,399,NA,NA,14.58,11.11,16.67,0,1,Belgium,11433256
2020-03-03,72,NA,NA,937,NA,NA,14.58,11.11,16.67,0,1,Belgium,11433256
2020-03-04,125,NA,NA,1638,NA,NA,16.15,13.89,18.45,0,1,Belgium,11433256
2020-03-05,206,NA,NA,2411,NA,NA,16.15,13.89,18.45,0,1,Belgium,11433256
2020-03-06,316,NA,NA,3530,NA,NA,23.96,13.89,18.45,62.5,1,Belgium,11433256
2020-03-07,343,1,NA,4005,NA,NA,23.96,13.89,18.45,62.5,1,Belgium,11433256
2020-03-08,407,NA,NA,4488,NA,NA,23.96,13.89,18.45,62.5,1,Belgium,11433256
2020-03-09,501,NA,NA,5098,NA,NA,23.96,13.89,18.45,62.5,1,Belgium,11433256
2020-03-10,600,2,NA,5902,NA,NA,27.08,19.44,22.02,62.5,1,Belgium,11433256
2020-03-11,774,5,NA,7010,NA,NA,30.21,19.44,25.6,62.5,1,Belgium,11433256
2020-03-12,1024,NA,NA,8448,NA,NA,30.21,19.44,25.6,62.5,1,Belgium,11433256
2020-03-13,1362,8,NA,10972,NA,NA,29.17,23.15,24.4,62.5,1,Belgium,11433256
2020-03-14,1541,15,NA,13143,NA,NA,44.79,50.93,42.26,62.5,1,Belgium,11433256
2020-03-15,1755,22,NA,14412,NA,NA,44.79,50.93,42.26,62.5,1,Belgium,11433256
2020-03-16,2142,33,NA,16304,NA,NA,44.79,50.93,42.26,62.5,1,Belgium,11433256
2020-03-17,2564,48,NA,18559,NA,NA,44.79,50.93,42.26,62.5,1,Belgium,11433256
2020-03-18,3098,73,31,21273,NA,NA,57.29,73.15,56.55,62.5,1,Belgium,11433256
2020-03-19,3811,108,NA,24668,NA,NA,57.29,73.15,56.55,62.5,1,Belgium,11433256
2020-03-20,4473,148,1,27788,NA,NA,61.98,81.48,61.9,62.5,1,Belgium,11433256
2020-03-21,4942,189,263,30064,NA,NA,61.98,81.48,61.9,62.5,1,Belgium,11433256
2020-03-22,5428,244,NA,31478,NA,NA,61.98,81.48,61.9,62.5,1,Belgium,11433256
2020-03-23,6756,326,NA,34800,NA,NA,61.98,81.48,61.9,62.5,1,Belgium,11433256
2020-03-24,7951,402,461,38775,NA,NA,61.98,81.48,61.9,62.5,1,Belgium,11433256
2020-03-25,9150,513,547,43057,NA,NA,61.98,81.48,61.9,62.5,1,Belgium,11433256
2020-03-26,10513,615,675,47420,NA,NA,61.98,81.48,61.9,62.5,1,Belgium,11433256
2020-03-27,12031,751,858,52350,NA,NA,61.98,81.48,61.9,62.5,1,Belgium,11433256
2020-03-28,12875,894,1063,56200,NA,NA,61.98,81.48,61.9,62.5,1,Belgium,11433256
2020-03-29,13558,1039,1359,58619,NA,NA,63.02,81.48,63.1,62.5,1,Belgium,11433256
2020-03-30,15296,1210,1527,62720,NA,NA,63.02,81.48,63.1,62.5,1,Belgium,11433256
2020-03-31,16977,1411,1696,69152,NA,NA,66.15,81.48,63.1,87.5,1,Belgium,11433256
2020-04-01,18493,1652,2132,75043,NA,NA,66.15,81.48,63.1,87.5,1,Belgium,11433256
2020-04-02,19971,1866,2495,81131,NA,NA,66.15,81.48,63.1,87.5,1,Belgium,11433256
2020-04-03,21665,2108,2872,87849,NA,NA,66.15,81.48,63.1,87.5,1,Belgium,11433256
2020-04-04,22587,2378,3247,93217,NA,NA,66.15,81.48,63.1,87.5,1,Belgium,11433256
2020-04-05,23252,2623,3751,97045,NA,NA,66.15,81.48,63.1,87.5,1,Belgium,11433256
2020-04-06,25186,2878,3986,102885,NA,NA,66.15,81.48,63.1,87.5,1,Belgium,11433256
2020-04-07,26701,3154,4157,110394,NA,NA,66.15,81.48,63.1,87.5,1,Belgium,11433256
2020-04-08,28299,3478,4681,118366,NA,NA,66.15,81.48,63.1,87.5,1,Belgium,11433256
2020-04-09,30538,3749,5164,126590,NA,NA,66.15,81.48,63.1,87.5,1,Belgium,11433256
2020-04-10,32874,4052,5568,135127,NA,NA,66.15,81.48,63.1,87.5,1,Belgium,11433256
2020-04-11,33903,4340,5986,143275,NA,NA,66.15,81.48,63.1,87.5,1,Belgium,11433256
2020-04-12,34427,4608,6463,150562,NA,NA,66.15,81.48,63.1,87.5,1,Belgium,11433256
2020-04-13,34964,4884,6707,157260,NA,NA,66.15,81.48,63.1,87.5,1,Belgium,11433256
2020-04-14,36524,5143,6868,165423,NA,NA,66.15,81.48,63.1,87.5,1,Belgium,11433256
2020-04-15,38157,5423,7107,176407,NA,NA,65.1,81.48,61.9,87.5,1,Belgium,11433256
2020-04-16,39831,5668,7562,187149,NA,NA,65.1,81.48,61.9,87.5,1,Belgium,11433256
2020-04-17,41225,5873,7961,198449,NA,NA,65.1,81.48,61.9,87.5,1,Belgium,11433256
2020-04-18,41947,6083,8348,208761,NA,NA,65.1,81.48,61.9,87.5,1,Belgium,11433256
2020-04-19,42390,6269,8757,215961,NA,NA,65.1,81.48,61.9,87.5,1,Belgium,11433256
2020-04-20,43666,6478,8895,227877,NA,NA,65.1,81.48,61.9,87.5,1,Belgium,11433256
2020-04-21,44936,6669,9002,238755,NA,NA,65.1,81.48,61.9,87.5,1,Belgium,11433256
2020-04-22,45713,6850,9433,254343,NA,NA,65.1,81.48,61.9,87.5,1,Belgium,11433256
2020-04-23,46689,7007,9800,271722,NA,NA,65.1,81.48,61.9,87.5,1,Belgium,11433256
2020-04-24,47500,7162,10122,290790,NA,NA,66.67,81.48,63.69,87.5,1,Belgium,11433256
2020-04-25,47888,7304,10417,307983,NA,NA,66.67,81.48,63.69,87.5,1,Belgium,11433256
2020-04-26,48093,7456,10785,321862,NA,NA,66.67,81.48,63.69,87.5,1,Belgium,11433256
2020-04-27,48848,7588,10878,339334,NA,NA,66.67,81.48,63.69,87.5,1,Belgium,11433256
2020-04-28,49417,7701,10943,359705,NA,NA,67.71,81.48,64.88,87.5,1,Belgium,11433256
2020-04-29,49939,7808,11283,382365,NA,NA,67.71,81.48,64.88,87.5,1,Belgium,11433256
2020-04-30,50525,7899,11576,407235,NA,NA,67.71,81.48,64.88,87.5,1,Belgium,11433256
2020-05-01,50762,7993,11892,430786,NA,NA,67.71,81.48,64.88,87.5,1,Belgium,11433256
2020-05-02,51048,8072,12211,447268,NA,NA,67.71,81.48,64.88,87.5,1,Belgium,11433256
2020-05-03,51188,8163,12309,460698,NA,NA,67.71,81.48,64.88,87.5,1,Belgium,11433256
2020-05-04,51858,8256,12378,483897,NA,NA,71.35,81.48,69.05,87.5,1,Belgium,11433256
2020-05-05,52404,8340,12441,505418,NA,NA,69.79,78.7,67.26,87.5,1,Belgium,11433256
2020-05-06,52956,8417,12731,526180,NA,NA,69.79,78.7,67.26,87.5,1,Belgium,11433256
2020-05-07,53398,8486,12980,548211,NA,NA,69.79,78.7,67.26,87.5,1,Belgium,11433256
2020-05-08,53881,8565,13201,574093,NA,NA,69.79,78.7,67.26,87.5,1,Belgium,11433256
2020-05-09,54121,8642,13411,595105,NA,NA,69.79,78.7,67.26,87.5,1,Belgium,11433256
2020-05-10,54239,8714,13642,607406,NA,NA,69.79,78.7,67.26,87.5,1,Belgium,11433256
2020-05-11,54715,8780,13697,618461,NA,NA,67.71,75,64.88,87.5,1,Belgium,11433256
2020-05-12,55110,8827,13732,638976,NA,NA,67.71,75,64.88,87.5,1,Belgium,11433256
2020-05-13,55431,8887,13937,662116,NA,NA,67.71,75,64.88,87.5,1,Belgium,11433256
2020-05-14,55736,8933,14111,682379,NA,NA,67.71,75,64.88,87.5,1,Belgium,11433256
2020-05-15,56082,8980,14301,703263,NA,NA,67.71,75,64.88,87.5,1,Belgium,11433256
2020-05-16,56229,9009,14460,717688,NA,NA,67.71,75,64.88,87.5,1,Belgium,11433256
2020-05-17,56310,9041,14630,727791,NA,NA,67.71,75,64.88,87.5,1,Belgium,11433256
2020-05-18,56627,9080,14657,738501,NA,NA,70.83,75,68.45,87.5,1,Belgium,11433256
2020-05-19,56919,9116,14687,755202,NA,NA,70.83,75,68.45,87.5,1,Belgium,11433256
2020-05-20,57304,9147,14847,773961,NA,NA,70.83,75,68.45,87.5,1,Belgium,11433256
2020-05-21,57374,9185,14988,783839,NA,NA,70.83,75,68.45,87.5,1,Belgium,11433256
2020-05-22,57622,9227,15123,797117,NA,NA,70.83,75,68.45,87.5,1,Belgium,11433256
2020-05-23,57745,9255,15155,806344,NA,NA,70.83,75,68.45,87.5,1,Belgium,11433256
2020-05-24,57820,9287,15272,813366,NA,NA,70.83,75,68.45,87.5,1,Belgium,11433256
2020-05-25,58134,9313,15297,823348,NA,NA,70.83,75,68.45,87.5,1,Belgium,11433256
