date,confirmed,deaths,recovered,tests,vaccines,people_vaccinated,government_response_index,stringency_index,containment_health_index,economic_support_index,administrative_area_level,administrative_area_level_1,population
2020-01-22,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-01-23,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-01-24,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-01-25,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-01-26,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-01-27,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-01-28,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-01-29,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-01-30,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-01-31,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-01,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-02,NA,NA,NA,1,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-03,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-04,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-05,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-06,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-07,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-08,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-09,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-10,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-11,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-12,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-13,NA,NA,NA,2,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-14,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-15,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-16,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-17,NA,NA,NA,3,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-18,NA,NA,NA,5,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-19,NA,NA,NA,7,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-20,NA,NA,NA,8,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-21,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-22,NA,NA,NA,9,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-23,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-24,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-25,NA,NA,NA,19,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-26,NA,NA,NA,49,NA,NA,0,0,0,0,1,Denmark,5793636
2020-02-27,1,NA,NA,158,NA,NA,9.38,11.11,10.71,0,1,Denmark,5793636
2020-02-28,1,NA,NA,220,NA,NA,9.38,11.11,10.71,0,1,Denmark,5793636
2020-02-29,3,NA,NA,294,NA,NA,9.38,11.11,10.71,0,1,Denmark,5793636
2020-03-01,4,NA,NA,343,NA,NA,9.38,11.11,10.71,0,1,Denmark,5793636
2020-03-02,4,NA,NA,423,NA,NA,9.38,11.11,10.71,0,1,Denmark,5793636
2020-03-03,6,NA,NA,486,NA,NA,14.58,20.37,16.67,0,1,Denmark,5793636
2020-03-04,10,NA,NA,574,NA,NA,14.58,20.37,16.67,0,1,Denmark,5793636
2020-03-05,10,NA,NA,683,NA,NA,14.58,20.37,16.67,0,1,Denmark,5793636
2020-03-06,23,NA,1,810,NA,NA,17.71,25.93,20.24,0,1,Denmark,5793636
2020-03-07,23,NA,NA,918,NA,NA,17.71,25.93,20.24,0,1,Denmark,5793636
2020-03-08,35,NA,NA,1147,NA,NA,17.71,25.93,20.24,0,1,Denmark,5793636
2020-03-09,90,NA,NA,1724,NA,NA,22.4,25.93,20.24,37.5,1,Denmark,5793636
2020-03-10,262,NA,NA,2530,NA,NA,25.52,31.48,23.81,37.5,1,Denmark,5793636
2020-03-11,442,NA,NA,3412,NA,NA,31.25,37.96,30.36,37.5,1,Denmark,5793636
2020-03-12,615,NA,NA,4088,NA,NA,31.25,37.96,30.36,37.5,1,Denmark,5793636
2020-03-13,801,NA,NA,4798,NA,NA,45.31,62.96,46.43,37.5,1,Denmark,5793636
2020-03-14,827,1,NA,5381,NA,NA,46.87,65.74,48.21,37.5,1,Denmark,5793636
2020-03-15,864,2,NA,6107,NA,NA,46.87,65.74,48.21,37.5,1,Denmark,5793636
2020-03-16,914,3,NA,7123,NA,NA,46.87,65.74,48.21,37.5,1,Denmark,5793636
2020-03-17,977,4,NA,8071,NA,NA,51.04,65.74,52.98,37.5,1,Denmark,5793636
2020-03-18,1057,4,NA,9297,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-03-19,1151,6,NA,11145,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-03-20,1255,9,NA,12323,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-03-21,1326,13,NA,12925,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-03-22,1395,13,NA,13457,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-03-23,1450,24,NA,14581,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-03-24,1591,32,NA,15704,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-03-25,1724,34,NA,17076,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-03-26,1877,41,NA,18686,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-03-27,2046,52,NA,20796,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-03-28,2201,65,NA,22179,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-03-29,2395,72,NA,23480,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-03-30,2577,77,NA,26698,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-03-31,2860,90,NA,29907,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-04-01,3107,104,894,33465,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-04-02,3386,123,1089,39214,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-04-03,3757,139,1193,45829,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-04-04,4077,161,1283,49514,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-04-05,4369,179,1327,51701,NA,NA,54.69,72.22,57.14,37.5,1,Denmark,5793636
2020-04-06,4681,187,1378,58230,NA,NA,56.77,72.22,59.52,37.5,1,Denmark,5793636
2020-04-07,5071,203,1491,64580,NA,NA,56.77,72.22,59.52,37.5,1,Denmark,5793636
2020-04-08,5402,218,1621,70188,NA,NA,56.77,72.22,59.52,37.5,1,Denmark,5793636
2020-04-09,5635,237,1736,72710,NA,NA,56.77,72.22,59.52,37.5,1,Denmark,5793636
2020-04-10,5819,247,1773,75013,NA,NA,56.77,72.22,59.52,37.5,1,Denmark,5793636
2020-04-11,5996,260,1955,77223,NA,NA,56.77,72.22,59.52,37.5,1,Denmark,5793636
2020-04-12,6174,273,2123,79341,NA,NA,56.77,72.22,59.52,37.5,1,Denmark,5793636
2020-04-13,6318,285,2235,81470,NA,NA,56.77,72.22,59.52,37.5,1,Denmark,5793636
2020-04-14,6511,299,2515,87656,NA,NA,56.77,72.22,59.52,37.5,1,Denmark,5793636
2020-04-15,6681,309,2748,93256,NA,NA,54.69,68.52,57.14,37.5,1,Denmark,5793636
2020-04-16,6879,321,3023,98555,NA,NA,54.69,68.52,57.14,37.5,1,Denmark,5793636
2020-04-17,7073,336,3389,103328,NA,NA,54.69,68.52,57.14,37.5,1,Denmark,5793636
2020-04-18,7242,346,3847,105599,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-04-19,7384,355,4141,107459,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-04-20,7515,364,4312,114101,NA,NA,63.02,68.52,59.52,87.5,1,Denmark,5793636
2020-04-21,7695,370,4700,123846,NA,NA,63.02,68.52,59.52,87.5,1,Denmark,5793636
2020-04-22,7912,384,5087,135426,NA,NA,63.02,68.52,59.52,87.5,1,Denmark,5793636
2020-04-23,8073,394,5384,147885,NA,NA,63.02,68.52,59.52,87.5,1,Denmark,5793636
2020-04-24,8210,403,5526,162666,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-04-25,8445,418,5669,175082,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-04-26,8575,422,5805,185383,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-04-27,8698,427,5959,202724,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-04-28,8851,434,6121,218986,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-04-29,9008,443,6366,235044,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-04-30,9158,452,6546,250979,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-05-01,9311,460,6729,265411,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-05-02,9407,475,6889,276560,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-05-03,9523,484,6987,285561,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-05-04,9670,493,7088,303391,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-05-05,9821,503,7296,319409,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-05-06,9938,506,7493,333934,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-05-07,10083,514,7711,348348,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-05-08,10218,522,7927,356726,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-05-09,10319,526,8093,364976,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-05-10,10429,529,8217,371669,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-05-11,10513,533,8328,388118,NA,NA,60.94,68.52,57.14,87.5,1,Denmark,5793636
2020-05-12,10591,527,8580,402895,NA,NA,63.02,68.52,59.52,87.5,1,Denmark,5793636
2020-05-13,10667,533,8663,417608,NA,NA,63.02,68.52,59.52,87.5,1,Denmark,5793636
2020-05-14,10713,537,8805,430585,NA,NA,63.02,68.52,59.52,87.5,1,Denmark,5793636
2020-05-15,10791,537,8959,443235,NA,NA,63.02,68.52,59.52,87.5,1,Denmark,5793636
2020-05-16,10858,543,9107,450950,NA,NA,63.02,68.52,59.52,87.5,1,Denmark,5793636
2020-05-17,10927,547,9227,458044,NA,NA,63.02,68.52,59.52,87.5,1,Denmark,5793636
2020-05-18,10968,548,9301,473306,NA,NA,63.02,68.52,59.52,87.5,1,Denmark,5793636
2020-05-19,11044,551,9416,488212,NA,NA,63.02,68.52,59.52,87.5,1,Denmark,5793636
2020-05-20,11117,554,9536,502644,NA,NA,63.02,68.52,59.52,87.5,1,Denmark,5793636
2020-05-21,11182,561,9643,511149,NA,NA,63.02,68.52,59.52,87.5,1,Denmark,5793636
2020-05-22,11230,561,9764,523465,NA,NA,59.9,62.96,55.95,87.5,1,Denmark,5793636
2020-05-23,11289,561,9836,532269,NA,NA,59.9,62.96,55.95,87.5,1,Denmark,5793636
2020-05-24,11360,562,9900,540956,NA,NA,59.9,62.96,55.95,87.5,1,Denmark,5793636
2020-05-25,11387,563,9964,559256,NA,NA,58.33,60.19,54.17,87.5,1,Denmark,5793636
2020-05-26,11428,563,10044,575236,NA,NA,58.33,60.19,54.17,87.5,1,Denmark,5793636
2020-05-27,11480,565,10106,590017,NA,NA,58.33,60.19,54.17,87.5,1,Denmark,5793636
2020-05-28,11512,568,10180,603158,NA,NA,58.33,60.19,54.17,87.5,1,Denmark,5793636
2020-05-29,11593,568,10240,614944,NA,NA,58.33,60.19,54.17,87.5,1,Denmark,5793636
2020-05-30,11633,571,10327,622125,NA,NA,58.33,60.19,54.17,87.5,1,Denmark,5793636
2020-05-31,11669,574,10362,629773,NA,NA,58.33,60.19,54.17,87.5,1,Denmark,5793636
2020-06-01,11699,576,10412,638518,NA,NA,58.33,60.19,54.17,87.5,1,Denmark,5793636
2020-06-02,11734,580,10489,654067,NA,NA,58.33,60.19,54.17,87.5,1,Denmark,5793636
2020-06-03,11771,580,10552,667450,NA,NA,58.33,60.19,54.17,87.5,1,Denmark,5793636
2020-06-04,11811,582,10620,679314,NA,NA,58.33,60.19,54.17,87.5,1,Denmark,5793636
2020-06-05,11875,586,10653,688994,NA,NA,58.33,60.19,54.17,87.5,1,Denmark,5793636
2020-06-06,11924,587,10721,696980,NA,NA,58.33,60.19,54.17,87.5,1,Denmark,5793636
2020-06-07,11948,589,10755,704746,NA,NA,58.33,60.19,54.17,87.5,1,Denmark,5793636
2020-06-08,11962,593,10792,721601,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-09,12001,593,10849,737262,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-10,12016,593,10904,752230,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-11,12035,593,10955,766843,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-12,12099,594,10993,781723,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-13,12139,597,11035,791742,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-14,12193,597,11068,800811,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-15,12217,598,11090,818536,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-16,12250,598,11125,836745,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-17,12294,598,11185,855969,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-18,12344,600,11242,873480,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-19,12391,600,11282,890471,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-20,12391,600,NA,902583,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-21,12391,600,NA,914013,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-22,12527,602,11347,935475,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-23,12561,603,11393,956389,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-24,12615,603,11422,976464,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-25,12636,603,11460,993291,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-26,12675,604,11508,1009032,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-27,12675,604,NA,1018521,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-28,12675,604,NA,1027979,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-29,12751,605,11612,1046701,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-06-30,12768,605,11649,1064589,NA,NA,56.77,57.41,52.38,87.5,1,Denmark,5793636
2020-07-01,12794,606,11693,1082205,NA,NA,54.69,57.41,50,87.5,1,Denmark,5793636
2020-07-02,12815,606,11769,1097562,NA,NA,54.69,57.41,50,87.5,1,Denmark,5793636
2020-07-03,12832,606,11817,1111882,NA,NA,54.69,57.41,50,87.5,1,Denmark,5793636
2020-07-04,12832,606,NA,1121552,NA,NA,54.69,57.41,50,87.5,1,Denmark,5793636
2020-07-05,12832,606,NA,1131293,NA,NA,54.69,57.41,50,87.5,1,Denmark,5793636
2020-07-06,12878,607,11935,1149133,NA,NA,54.69,57.41,50,87.5,1,Denmark,5793636
2020-07-07,12888,609,11983,1165646,NA,NA,54.69,57.41,50,87.5,1,Denmark,5793636
2020-07-08,12900,609,12001,1181544,NA,NA,54.69,57.41,50,87.5,1,Denmark,5793636
2020-07-09,12916,609,12045,1195885,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-10,12946,609,12077,1210069,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-11,12946,609,NA,1219725,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-12,12946,609,NA,1228856,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-13,13037,610,12130,1247134,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-14,13061,610,12160,1263852,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-15,13092,610,12182,1280198,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-16,13124,610,12195,1295379,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-17,13173,611,12209,1309655,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-18,13173,611,NA,1320326,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-19,13173,611,NA,1331266,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-20,13262,611,12251,1349477,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-21,13302,611,12261,1366171,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-22,13350,611,12274,1382814,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-23,13390,612,12299,1398604,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-24,13438,613,12340,1414712,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-25,13438,613,NA,1426443,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-26,13438,613,NA,1439248,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-27,13547,613,12417,1459972,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-28,13577,613,12451,1480348,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-29,13634,614,12485,1500572,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-30,13725,615,12526,1521113,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-07-31,13789,615,12578,1541028,NA,NA,56.25,57.41,51.79,87.5,1,Denmark,5793636
2020-08-01,13789,615,NA,1555334,NA,NA,54.17,53.7,49.4,87.5,1,Denmark,5793636
2020-08-02,13789,615,NA,1571050,NA,NA,54.17,53.7,49.4,87.5,1,Denmark,5793636
2020-08-03,13996,616,12682,1594894,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-04,14073,616,12715,1619840,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-05,14185,616,12753,1644694,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-06,14306,617,12787,1671542,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-07,14442,617,12840,1698601,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-08,14442,617,NA,1719389,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-09,14442,617,NA,1740321,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-10,14815,620,12925,1771274,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-11,14959,621,12988,1804801,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-12,15070,621,13066,1839528,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-13,15214,621,13131,1873324,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-14,15379,621,13216,1905887,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-15,15483,621,13275,1931137,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-16,15617,621,13340,1956736,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-17,15740,621,13417,1992315,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-18,15855,621,13529,2030196,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-19,15940,621,13651,2069263,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-20,16056,621,13769,2107274,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-21,16127,621,13944,2142983,NA,NA,52.6,50.93,47.62,87.5,1,Denmark,5793636
2020-08-22,16239,622,NA,2171618,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-08-23,16317,622,14180,2199179,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-08-24,16397,623,14310,2238515,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-08-25,16480,623,14465,2278329,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-08-26,16537,623,14603,2318383,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-08-27,16627,624,14763,2357058,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-08-28,16700,624,14877,2392487,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-08-29,16779,624,14989,2417671,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-08-30,16891,624,15116,2442915,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-08-31,16985,624,15205,2482552,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-01,17084,625,15300,2521805,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-02,17195,626,15413,2561824,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-03,17374,626,15499,2600633,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-04,17547,627,15586,2640772,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-05,17736,627,15671,2669748,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-06,17883,627,15760,2699502,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-07,18113,628,15833,2747395,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-08,18356,628,15907,2795749,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-09,18607,628,15990,2844589,NA,NA,52.34,47.69,47.32,87.5,1,Denmark,5793636
2020-09-10,18924,629,16069,2896760,NA,NA,52.34,47.69,47.32,87.5,1,Denmark,5793636
2020-09-11,19216,629,16139,2947335,NA,NA,52.34,47.69,47.32,87.5,1,Denmark,5793636
2020-09-12,19557,630,16247,2989053,NA,NA,52.34,47.69,47.32,87.5,1,Denmark,5793636
2020-09-13,19890,631,16333,3030953,NA,NA,52.34,47.69,47.32,87.5,1,Denmark,5793636
2020-09-14,20237,633,16437,3086738,NA,NA,52.34,47.69,47.32,87.5,1,Denmark,5793636
2020-09-15,20571,633,16557,3142895,NA,NA,52.34,47.69,47.32,87.5,1,Denmark,5793636
2020-09-16,20571,633,NA,3199594,NA,NA,52.34,47.69,47.32,87.5,1,Denmark,5793636
2020-09-17,21393,635,16918,3251656,NA,NA,52.34,47.69,47.32,87.5,1,Denmark,5793636
2020-09-18,21847,635,17110,3303228,NA,NA,52.34,47.69,47.32,87.5,1,Denmark,5793636
2020-09-19,22436,635,17316,3343653,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-20,22905,638,17514,3384622,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-21,23323,640,17738,3438811,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-22,23799,641,18035,3495444,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-23,24357,643,18359,3551127,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-24,24916,645,18646,3605059,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-25,25594,647,19010,3656653,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-26,26213,648,19350,3696637,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-27,26637,649,19650,3736260,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-28,27072,649,19942,3790263,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-29,27464,650,20320,3841080,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-09-30,27998,650,20754,3889056,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-10-01,28396,651,21309,3933656,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-10-02,28932,652,21824,3976839,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-10-03,29302,654,22297,4010820,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-10-04,29680,658,22716,4044775,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-10-05,30057,659,23122,4097417,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-10-06,30379,663,23655,4151044,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-10-07,30710,663,24240,4201530,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-10-08,31156,665,24899,4249654,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-10-09,31638,665,25502,4289361,NA,NA,54.17,50.93,49.4,87.5,1,Denmark,5793636
2020-10-10,32082,667,25987,4316830,NA,NA,45.83,41.67,43.45,62.5,1,Denmark,5793636
2020-10-11,32422,669,26380,4343600,NA,NA,45.83,41.67,43.45,62.5,1,Denmark,5793636
2020-10-12,32811,671,26741,4384202,NA,NA,45.83,41.67,43.45,62.5,1,Denmark,5793636
2020-10-13,33101,674,27225,4420491,NA,NA,45.83,41.67,43.45,62.5,1,Denmark,5793636
2020-10-14,33593,675,27680,4456619,NA,NA,45.83,41.67,43.45,62.5,1,Denmark,5793636
2020-10-15,34023,677,28118,4492075,NA,NA,45.83,41.67,43.45,62.5,1,Denmark,5793636
2020-10-16,34441,677,28551,4526848,NA,NA,45.83,41.67,43.45,62.5,1,Denmark,5793636
2020-10-17,34941,679,28917,4554000,NA,NA,45.83,41.67,43.45,62.5,1,Denmark,5793636
2020-10-18,35392,680,29255,4584274,NA,NA,45.83,41.67,43.45,62.5,1,Denmark,5793636
2020-10-19,35844,686,29562,4632584,NA,NA,45.83,41.67,43.45,62.5,1,Denmark,5793636
2020-10-20,36373,688,29998,4677262,NA,NA,45.83,41.67,43.45,62.5,1,Denmark,5793636
2020-10-21,37003,690,30432,4724795,NA,NA,46.35,37.04,40.48,87.5,1,Denmark,5793636
2020-10-22,37763,694,30877,4774450,NA,NA,46.35,37.04,40.48,87.5,1,Denmark,5793636
2020-10-23,38622,697,31295,4825041,NA,NA,46.35,37.04,40.48,87.5,1,Denmark,5793636
